,tfidf_word,tfidf
220,내일,0.020200209050020783
221,부수입,0.020200209050020783
222,루틴,0.020200209050020783
223,최대한,0.020200209050020783
224,가구,0.020200209050020783
225,역시,0.020200209050020783
226,아래,0.020200209050020783
227,잔액,0.020200209050020783
228,수도,0.020200209050020783
229,일요일,0.020200209050020783
230,업무,0.020200209050020783
231,신랑,0.019962273320120218
232,풍차,0.019884841278932665
233,건강,0.01973043674653193
234,정산,0.01973043674653193
235,정보,0.01973043674653193
236,부자,0.01973043674653193
237,자취,0.01973043674653193
238,집중,0.01973043674653193
239,만들기,0.01973043674653193
240,성공,0.019260664443043075
241,자금,0.019260664443043075
242,예금,0.019260664443043075
243,머리,0.019260664443043075
244,신혼부부,0.019260664443043075
245,아깝다,0.019260664443043075
246,미리,0.01879089213955422
247,라면,0.01879089213955422
248,해결,0.01879089213955422
249,야하다,0.01879089213955422
250,괜찮다,0.01879089213955422
251,이체,0.01879089213955422
252,의미,0.018321119836065363
253,학교,0.018321119836065363
254,이기,0.018321119836065363
255,남편,0.018321119836065363
256,코인,0.018321119836065363
257,방문,0.018321119836065363
258,먼저,0.018321119836065363
259,아쉽다,0.018321119836065363
260,해도,0.018321119836065363
261,크게,0.018321119836065363
262,걷기,0.017851347532576507
263,원하다,0.017851347532576507
264,쇼핑,0.017851347532576507
265,업로드,0.017851347532576507
266,항목,0.017851347532576507
267,오후,0.017851347532576507
268,평균,0.017851347532576507
269,자유,0.017851347532576507
270,높다,0.017851347532576507
271,뭔가,0.017851347532576507
272,부모님,0.017851347532576507
273,저번,0.01738157522908765
274,저렴하다,0.01738157522908765
275,오전,0.01738157522908765
276,항상,0.01738157522908765
277,결과,0.01738157522908765
278,스스로,0.01738157522908765
279,지난,0.01738157522908765
280,다짐,0.01738157522908765
281,산책,0.01738157522908765
282,사고,0.01738157522908765
283,버튼,0.01738157522908765
284,체크,0.016911802925598796
285,아보,0.016911802925598796
286,년차,0.016911802925598796
287,다르다,0.016911802925598796
288,벌써,0.016911802925598796
289,판매,0.016911802925598796
290,롯데,0.016911802925598796
291,영화,0.016911802925598796
292,목요일,0.01644203062210994
293,결산,0.01644203062210994
294,보험,0.01644203062210994
295,미국,0.01644203062210994
296,계산,0.01644203062210994
297,핸드폰,0.01644203062210994
298,미래,0.01644203062210994
299,박스,0.01644203062210994
300,먹기,0.01644203062210994
301,출처,0.01644203062210994
302,주택,0.015972258318621084
303,일이,0.015972258318621084
304,입금,0.015972258318621084
305,소개,0.015972258318621084
306,이율,0.015972258318621084
307,상태,0.015972258318621084
308,직접,0.015972258318621084
309,도움,0.015972258318621084
310,당첨,0.015972258318621084
311,여름,0.015972258318621084
312,귀엽다,0.015972258318621084
313,도착,0.015972258318621084
314,공개,0.01550248601513223
315,일정,0.01550248601513223
316,비싸다,0.01550248601513223
317,제외,0.01550248601513223
318,일찍,0.01550248601513223
319,사회,0.01550248601513223
320,직원,0.01550248601513223
321,주거,0.01550248601513223
322,작년,0.01550248601513223
323,모습,0.01550248601513223
324,몬스터즈,0.015112479371988825
325,다이어트,0.015032713711643374
326,사업,0.015032713711643374
327,중이,0.015032713711643374
328,만기,0.015032713711643374
329,케이,0.015032713711643374
330,행복,0.015032713711643374
331,입력,0.015032713711643374
332,편이,0.015032713711643374
333,메뉴,0.014562941408154518
334,회원,0.014562941408154518
335,기도,0.014562941408154518
336,화요일,0.014562941408154518
337,참고,0.014562941408154518
338,입출금,0.014562941408154518
339,뱅킹,0.014518016960087431
340,주문,0.014093169104665664
341,주변,0.014093169104665664
342,스터디,0.014093169104665664
343,여유,0.014093169104665664
344,거래,0.014093169104665664
345,스트레스,0.014093169104665664
346,갑자기,0.014093169104665664
347,내년,0.014093169104665664
348,서울,0.014093169104665664
349,마트,0.014093169104665664
350,모임,0.014093169104665664
351,영상,0.014093169104665664
352,인증,0.014093169104665664
353,관심,0.014093169104665664
354,노트,0.014093169104665664
355,클릭,0.013623396801176808
356,해지,0.013623396801176808
357,사랑,0.013623396801176808
358,수술,0.013623396801176808
359,가끔,0.013623396801176808
360,검색,0.013623396801176808
361,평일,0.013623396801176808
362,다그,0.013623396801176808
363,무조건,0.013623396801176808
364,부담,0.013623396801176808
365,렌즈삽입술,0.013521692069674213
366,박유진,0.013521692069674213
367,택시,0.013153624497687953
368,근처,0.013153624497687953
369,거리,0.013153624497687953
370,반성,0.013153624497687953
371,개설,0.013153624497687953
372,대비,0.013153624497687953
373,가스,0.013153624497687953
374,중간,0.013153624497687953
375,빠르다,0.013153624497687953
376,덕분,0.013153624497687953
377,고기,0.013153624497687953
378,신한,0.013153624497687953
379,대신,0.013153624497687953
380,참치,0.013153624497687953
381,흐름,0.013153624497687953
382,휴가,0.013153624497687953
383,미치다,0.013153624497687953
384,영어,0.013153624497687953
385,부부,0.013153624497687953
386,유지,0.013153624497687953
387,요금,0.012703264840076502
388,스타,0.012703264840076502
389,궁금하다,0.012683852194199097
390,년도,0.012683852194199097
391,교육,0.012683852194199097
392,보통,0.012683852194199097
393,귀찮다,0.012683852194199097
394,새해,0.012683852194199097
395,예전,0.012683852194199097
396,케이크,0.012683852194199097
397,나이,0.012683852194199097
398,물가,0.012683852194199097
399,월일,0.012683852194199097
400,퇴사,0.012683852194199097
401,미션,0.012214079890710241
402,마무리,0.012214079890710241
403,나머지,0.012214079890710241
404,달이,0.012214079890710241
405,상품권,0.012214079890710241
406,근무,0.012214079890710241
407,확실하다,0.012214079890710241
408,덥다,0.012214079890710241
409,수요일,0.012214079890710241
410,그것,0.012214079890710241
411,등록,0.012214079890710241
412,자유적금,0.012214079890710241
413,병원,0.012214079890710241
414,통신비,0.012214079890710241
415,스타벅스,0.012214079890710241
416,서비스,0.012214079890710241
417,점검,0.012214079890710241
418,제대로,0.012214079890710241
419,후회,0.012214079890710241
420,베이,0.012214079890710241
421,나우,0.012098347466739526
422,경조사,0.012098347466739526
423,분류,0.011930904767359599
424,환경,0.011744307587221387
425,재료,0.011744307587221387
426,소중하다,0.011744307587221387
427,본인,0.011744307587221387
428,이후,0.011744307587221387
429,온라인,0.011744307587221387
430,급여,0.011744307587221387
431,전체,0.011744307587221387
432,새벽,0.011744307587221387
433,싫다,0.011744307587221387
434,신발,0.011744307587221387
435,가능,0.011744307587221387
436,뿌듯하다,0.011744307587221387
437,날씨,0.011744307587221387
438,생사,0.01149343009340255
439,공과금,0.01149343009340255
440,고구마,0.01149343009340255
441,박씨,0.01149343009340255
442,사이,0.011274535283732531
443,성공하다,0.011274535283732531
444,슈퍼,0.011274535283732531
445,즐겁다,0.011274535283732531
446,예쁘다,0.011274535283732531
447,기존,0.011274535283732531
448,재미,0.011274535283732531
449,인터넷,0.011274535283732531
450,대부분,0.011274535283732531
451,신용카드,0.011274535283732531
452,무지,0.011274535283732531
453,솔직하다,0.011274535283732531
454,최고,0.011274535283732531
455,배당,0.011274535283732531
456,프로,0.011274535283732531
457,제공,0.011274535283732531
458,물건,0.011274535283732531
459,주로,0.011274535283732531
460,설문,0.011135511116202293
461,리하,0.011135511116202293
462,볶음,0.010888512720065573
463,마감,0.010804762980243675
464,방학,0.010804762980243675
465,부족하다,0.010804762980243675
466,기상,0.010804762980243675
467,시기,0.010804762980243675
468,실수,0.010804762980243675
469,패션,0.010804762980243675
470,나중,0.010804762980243675
471,가기,0.010804762980243675
472,지하철,0.010804762980243675
473,힘드다,0.010804762980243675
474,아빠,0.010804762980243675
475,하자,0.010804762980243675
476,코드,0.010804762980243675
477,제발,0.010804762980243675
478,지급,0.010804762980243675
479,월세,0.010804762980243675
480,일리,0.010804762980243675
481,걱정,0.010804762980243675
482,생일,0.010804762980243675
483,수업,0.010804762980243675
484,로그,0.010804762980243675
485,여러,0.010804762980243675
486,화면,0.010804762980243675
487,수수료,0.010804762980243675
488,과정,0.010804762980243675
489,이전,0.010804762980243675
490,적용,0.010804762980243675
491,증가,0.010804762980243675
492,하나카드,0.010340117465044986
493,스프레드시트,0.010340117465044986
494,하니,0.01033499067675482
495,치킨,0.01033499067675482
496,출퇴근,0.01033499067675482
497,설문조사,0.01033499067675482
498,피자,0.01033499067675482
499,희망,0.01033499067675482
500,기억,0.01033499067675482
501,누적,0.01033499067675482
502,단어,0.01033499067675482
503,화이팅,0.01033499067675482
504,당연하다,0.01033499067675482
505,수준,0.01033499067675482
506,저금,0.01033499067675482
507,필요,0.01033499067675482
508,아메리카노,0.01033499067675482
509,실패,0.01033499067675482
510,살짝,0.01033499067675482
511,점심시간,0.009865218373265965
512,종이,0.009865218373265965
513,집밥,0.009865218373265965
514,매월,0.009865218373265965
515,당근,0.009865218373265965
516,양식,0.009865218373265965
517,마인드,0.009865218373265965
518,재미있다,0.009865218373265965
519,변경,0.009865218373265965
520,정신,0.009865218373265965
521,주의,0.009865218373265965
522,겨울,0.009865218373265965
523,부지런하다,0.009865218373265965
524,인스타,0.009865218373265965
525,삼성,0.009865218373265965
526,미라클,0.009865218373265965
527,걸음,0.009865218373265965
528,점점,0.009865218373265965
529,출발,0.009865218373265965
530,정기,0.009865218373265965
531,실제,0.009865218373265965
532,방식,0.009865218373265965
533,공간,0.009865218373265965
534,한주,0.009865218373265965
535,플러스,0.009865218373265965
536,오빠,0.00939544606977711
537,다음주,0.00939544606977711
538,교통,0.00939544606977711
539,예상,0.00939544606977711
540,이사,0.00939544606977711
541,작업,0.00939544606977711
542,그대로,0.00939544606977711
543,할머니,0.00939544606977711
544,회식,0.00939544606977711
545,라떼,0.00939544606977711
546,타고,0.00939544606977711
547,모닝,0.00939544606977711
548,보상,0.00939544606977711
549,얼른,0.00939544606977711
550,도시,0.00939544606977711
551,독립,0.00939544606977711
552,프로젝트,0.00939544606977711
553,마련,0.00939544606977711
554,매우,0.00939544606977711
555,결혼,0.00939544606977711
556,결정,0.00939544606977711
557,포기,0.00939544606977711
558,추석,0.00939544606977711
559,실행,0.00939544606977711
560,피곤하다,0.00939544606977711
561,니모,0.009073760600054645
562,신문,0.009073760600054645
563,보험료,0.008925673766288254
564,종류,0.008925673766288254
565,효과,0.008925673766288254
566,가깝다,0.008925673766288254
567,설명,0.008925673766288254
568,짧다,0.008925673766288254
569,작가,0.008925673766288254
570,배당금,0.008925673766288254
571,완성,0.008925673766288254
572,마일리지,0.008925673766288254
573,알바,0.008925673766288254
574,휴대폰,0.008925673766288254
575,일반,0.008925673766288254
576,자격증,0.008925673766288254
577,소리,0.008925673766288254
578,카테고리,0.008925673766288254
579,목돈,0.008925673766288254
580,주제,0.008925673766288254
581,링크,0.008925673766288254
582,초년,0.008925673766288254
583,용도,0.008925673766288254
584,올리브영,0.008925673766288254
585,평범하다,0.008925673766288254
586,구글,0.008925673766288254
587,필수,0.008925673766288254
588,쉽다,0.008925673766288254
589,발견,0.008925673766288254
590,티끌,0.008925673766288254
591,순간,0.008925673766288254
592,김자,0.008749330162730372
593,평단,0.008749330162730372
594,확보,0.00846884322671767
595,프리미엄,0.00846884322671767
596,골드,0.00846884322671767
597,몬스터,0.00846884322671767
598,복기,0.00846884322671767
599,임보,0.00846884322671767
600,가계,0.00846884322671767
601,파워,0.008455901462799398
602,자체,0.008455901462799398
603,그동안,0.008455901462799398
604,초반,0.008455901462799398
605,애플,0.008455901462799398
606,기능,0.008455901462799398
607,일간,0.008455901462799398
608,무섭다,0.008455901462799398
609,이동,0.008455901462799398
610,굉장하다,0.008455901462799398
611,인하다,0.008455901462799398
612,주머니,0.008455901462799398
613,거나,0.008455901462799398
614,전환,0.008455901462799398
615,주일,0.008455901462799398
616,워드,0.008455901462799398
617,달러,0.008455901462799398
618,달라,0.008455901462799398
619,주도,0.008455901462799398
620,요새,0.008455901462799398
621,타임,0.008455901462799398
622,보이,0.008455901462799398
623,냉동,0.008455901462799398
624,재밌다,0.008455901462799398
625,헬스장,0.008455901462799398
626,현황,0.008455901462799398
627,효율,0.008455901462799398
628,천만원,0.007986129159310542
629,변하다,0.007986129159310542
630,세대,0.007986129159310542
631,도서,0.007986129159310542
632,이직,0.007986129159310542
633,지난달,0.007986129159310542
634,게임,0.007986129159310542
635,지인,0.007986129159310542
636,처럼,0.007986129159310542
637,쿠팡,0.007986129159310542
638,냉장고,0.007986129159310542
639,그게,0.007986129159310542
640,취미,0.007986129159310542
641,사서,0.007986129159310542
642,계란,0.007986129159310542
643,옛날,0.007986129159310542
644,적당하다,0.007986129159310542
645,굳이,0.007986129159310542
646,식당,0.007986129159310542
647,경험,0.007986129159310542
648,먹음,0.007986129159310542
649,구분,0.007986129159310542
650,이틀,0.007986129159310542
651,피부,0.007986129159310542
652,할부,0.007986129159310542
653,세상,0.007986129159310542
654,알람,0.007986129159310542
655,아마,0.007986129159310542
656,계시다,0.007986129159310542
657,자리,0.007986129159310542
658,서류,0.007986129159310542
659,활동,0.007986129159310542
660,동네,0.007986129159310542
661,취업,0.007986129159310542
662,더하다,0.007986129159310542
663,비교,0.007986129159310542
664,고객,0.007986129159310542
665,뷰티,0.007953936511573067
666,엔터테인먼트,0.007953936511573067
667,부추,0.007953936511573067
668,벌스,0.007953936511573067
669,보전,0.007953936511573067
670,교육비,0.007863925853380692
671,와이프,0.007863925853380692
672,캡처,0.007863925853380692
673,캡슐,0.007863925853380692
674,조건,0.007516356855821687
675,이름,0.007516356855821687
676,자꾸,0.007516356855821687
677,잔고,0.007516356855821687
678,자기계발,0.007516356855821687
679,인간,0.007516356855821687
680,업데이트,0.007516356855821687
681,동생,0.007516356855821687
682,기회,0.007516356855821687
683,청소,0.007516356855821687
684,완전,0.007516356855821687
685,맞벌이,0.007516356855821687
686,얼굴,0.007516356855821687
687,차이,0.007516356855821687
688,이웃,0.007516356855821687
689,출장,0.007516356855821687
690,마켓,0.007516356855821687
691,도서관,0.007516356855821687
692,알차다,0.007516356855821687
693,농협,0.007516356855821687
694,최소,0.007516356855821687
695,백화점,0.007516356855821687
696,카뱅,0.007516356855821687
697,교환,0.007516356855821687
698,완독,0.007516356855821687
699,바람,0.007516356855821687
700,최선,0.007516356855821687
701,종종,0.007516356855821687
702,파악,0.007516356855821687
703,과자,0.007516356855821687
704,모바일,0.007516356855821687
705,합격,0.007516356855821687
706,분석,0.007516356855821687
707,금제,0.007516356855821687
708,선생님,0.007516356855821687
709,충분하다,0.007516356855821687
710,딱하다,0.007516356855821687
711,천명,0.007259008480043716
712,환전,0.007259008480043716
713,연동,0.007259008480043716
714,세븐일레븐,0.007259008480043716
715,법칙,0.007259008480043716
716,된장찌개,0.007259008480043716
717,감기,0.007259008480043716
718,수기,0.007259008480043716
719,인증샷,0.007259008480043716
720,세트,0.007259008480043716
721,중고나라,0.007259008480043716
722,시트,0.007259008480043716
723,더뷰,0.00715854286041576
724,상업,0.00715854286041576
725,현금화,0.00715854286041576
726,영리하다,0.00715854286041576
727,구독료,0.00715854286041576
728,일도,0.007046584552332832
729,월부,0.007046584552332832
730,발급,0.007046584552332832
731,장점,0.007046584552332832
732,제로,0.007046584552332832
733,유행,0.007046584552332832
734,성취,0.007046584552332832
735,가치,0.007046584552332832
736,목적,0.007046584552332832
737,연말,0.007046584552332832
738,완벽하다,0.007046584552332832
739,자세하다,0.007046584552332832
740,지원,0.007046584552332832
741,배송,0.007046584552332832
742,원금,0.007046584552332832
743,더욱,0.007046584552332832
744,반복,0.007046584552332832
745,동기,0.007046584552332832
746,알뜰폰,0.007046584552332832
747,이쁘다,0.007046584552332832
748,특별하다,0.007046584552332832
749,밉다,0.007046584552332832
750,한도,0.007046584552332832
751,직업,0.007046584552332832
752,연휴,0.007046584552332832
753,현실,0.007046584552332832
754,안정,0.007046584552332832
755,예약,0.007046584552332832
756,아파트,0.007046584552332832
757,투어,0.007046584552332832
758,스트레칭,0.007046584552332832
759,일어나서,0.007046584552332832
760,대충,0.007046584552332832
761,제한,0.007046584552332832
762,다운,0.007046584552332832
763,시원하다,0.007046584552332832
764,다운로드,0.007046584552332832
765,저축은행,0.007046584552332832
766,생필품,0.007046584552332832
767,얘기,0.007046584552332832
768,무려,0.007046584552332832
769,내내,0.007046584552332832
770,한국,0.007046584552332832
771,워치,0.007046584552332832
772,전날,0.007046584552332832
773,리브,0.00665409110670674
774,세부,0.00665409110670674
775,하이마트,0.00665409110670674
776,목별,0.00665409110670674
777,경품,0.00665409110670674
778,신협,0.00665409110670674
779,그래프,0.00665409110670674
780,마일,0.00665409110670674
781,야채,0.00665409110670674
782,와플,0.00665409110670674
783,결혼식,0.00665409110670674
784,자잘하다,0.00665409110670674
785,손해,0.006576812248843976
786,해당,0.006576812248843976
787,아이디어,0.006576812248843976
788,무언가,0.006576812248843976
789,체력,0.006576812248843976
790,나쁘다,0.006576812248843976
791,종일,0.006576812248843976
792,디자인,0.006576812248843976
793,시즌,0.006576812248843976
794,스럽다,0.006576812248843976
795,세금,0.006576812248843976
796,상환,0.006576812248843976
797,패스,0.006576812248843976
798,일지,0.006576812248843976
799,고생,0.006576812248843976
800,음료,0.006576812248843976
801,맥주,0.006576812248843976
802,개강,0.006576812248843976
803,연락,0.006576812248843976
804,의지,0.006576812248843976
805,소설,0.006576812248843976
806,지나,0.006576812248843976
807,이면,0.006576812248843976
808,복습,0.006576812248843976
809,미소,0.006576812248843976
810,기부,0.006576812248843976
811,자료,0.006576812248843976
812,검사,0.006576812248843976
813,다행하다,0.006576812248843976
814,체크카드,0.006576812248843976
815,가볍다,0.006576812248843976
816,순위,0.006576812248843976
817,출금,0.006576812248843976
818,판단,0.006576812248843976
819,날짜,0.006576812248843976
820,다행,0.006576812248843976
821,감정,0.006576812248843976
822,이상하다,0.006576812248843976
823,관계,0.006576812248843976
824,요일,0.006576812248843976
825,언니,0.006576812248843976
826,야근,0.006576812248843976
827,와중,0.006576812248843976
828,선착순,0.006576812248843976
829,조회,0.006576812248843976
830,다년,0.006576812248843976
831,샌드위치,0.006576812248843976
832,전혀,0.006576812248843976
833,아내,0.006576812248843976
834,절대,0.006576812248843976
835,월말,0.006576812248843976
836,품목,0.006363149209258453
837,유니크,0.006363149209258453
838,이모션,0.006363149209258453
839,우유,0.0061070399453551204
840,생산,0.0061070399453551204
841,김치찌개,0.0061070399453551204
842,사소하다,0.0061070399453551204
843,편리하다,0.0061070399453551204
844,신경,0.0061070399453551204
845,여러가지,0.0061070399453551204
846,패턴,0.0061070399453551204
847,우대,0.0061070399453551204
848,두렵다,0.0061070399453551204
849,숫자,0.0061070399453551204
850,소식,0.0061070399453551204
851,일부,0.0061070399453551204
852,순이,0.0061070399453551204
853,학생,0.0061070399453551204
854,진심,0.0061070399453551204
855,거기,0.0061070399453551204
856,번호,0.0061070399453551204
857,특별,0.0061070399453551204
858,체리,0.0061070399453551204
859,운영,0.0061070399453551204
860,토익,0.0061070399453551204
861,인상,0.0061070399453551204
862,자고,0.0061070399453551204
863,전세,0.0061070399453551204
864,소고기,0.0061070399453551204
865,수면,0.0061070399453551204
866,아이스크림,0.0061070399453551204
867,우리은행,0.0061070399453551204
868,단순하다,0.0061070399453551204
869,대중교통,0.0061070399453551204
870,정확하다,0.0061070399453551204
871,대학교,0.0061070399453551204
872,단계,0.0061070399453551204
873,구체,0.0061070399453551204
874,능력,0.0061070399453551204
875,대학,0.0061070399453551204
876,찾기,0.0061070399453551204
877,늦잠,0.0061070399453551204
878,광고,0.0061070399453551204
879,지난주,0.0061070399453551204
880,비밀번호,0.0061070399453551204
881,칭찬,0.0061070399453551204
882,금은,0.0061070399453551204
883,명상,0.006049173733369763
884,도모,0.006049173733369763
885,증정,0.006049173733369763
886,천보,0.006049173733369763
887,모티브,0.006049173733369763
888,밀크,0.006049173733369763
889,라임,0.006049173733369763
890,복권,0.006049173733369763
891,분야,0.006049173733369763
892,적지,0.006049173733369763
893,무인양품,0.006049173733369763
894,초대,0.0056372676418662655
895,학기,0.0056372676418662655
896,매수,0.0056372676418662655
897,긍정,0.0056372676418662655
898,이모티콘,0.0056372676418662655
899,납입,0.0056372676418662655
900,인증서,0.0056372676418662655
901,며칠,0.0056372676418662655
902,김밥,0.0056372676418662655
903,구경,0.0056372676418662655
904,행동,0.0056372676418662655
905,시절,0.0056372676418662655
906,아예,0.0056372676418662655
907,자연,0.0056372676418662655
908,초보,0.0056372676418662655
909,사무실,0.0056372676418662655
910,본격,0.0056372676418662655
911,에너지,0.0056372676418662655
912,한잔,0.0056372676418662655
913,본가,0.0056372676418662655
914,시스템,0.0056372676418662655
915,보시,0.0056372676418662655
916,충전,0.0056372676418662655
917,스타일,0.0056372676418662655
918,일일,0.0056372676418662655
919,마이너스,0.0056372676418662655
920,출석,0.0056372676418662655
921,학원,0.0056372676418662655
922,알림,0.0056372676418662655
923,머신,0.0056372676418662655
924,최애,0.0056372676418662655
925,청구,0.0056372676418662655
926,맞이,0.0056372676418662655
927,절반,0.0056372676418662655
928,호텔,0.0056372676418662655
929,통제,0.0056372676418662655
930,방향,0.0056372676418662655
931,배고프다,0.0056372676418662655
932,홈페이지,0.0056372676418662655
933,위치,0.0056372676418662655
934,거지,0.0056372676418662655
935,화장실,0.0056372676418662655
936,동료,0.0056372676418662655
937,달리,0.0056372676418662655
938,퍼센트,0.0056372676418662655
939,생기,0.0056372676418662655
940,개념,0.0056372676418662655
941,변화,0.0056372676418662655
942,파일,0.0056372676418662655
943,다다,0.0056372676418662655
944,잡고,0.0056372676418662655
945,결론,0.0056372676418662655
946,세이프,0.0056372676418662655
947,경기,0.0056372676418662655
948,달도,0.0056372676418662655
949,다이소,0.0056372676418662655
